Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,TV,Notes
861,19,Dec 28 2017,1:30 PM,Thu,Navy,49,,Virginia,7,,Military Bowl (Navy-Marine Corps Memorial Stadium - Annapolis Maryland)
862,19,Dec 28 2017,5:15 PM,Thu,(17) Oklahoma State,30,,(22) Virginia Tech,21,,Camping World Bowl (Camping World Stadium - Orlando Florida)
863,19,Dec 28 2017,9:00 PM,Thu,(13) Texas Christian,39,,(15) Stanford,37,,Alamo Bowl (Alamodome - San Antonio Texas)
864,19,Dec 29 2017,5:30 PM,Fri,New Mexico State,26,,Utah State,20,,Arizona Bowl (Arizona Stadium - Tucson Arizona)
865,19,Dec 29 2017,3:00 PM,Fri,North Carolina State,52,,Arizona State,31,,Sun Bowl (El Paso TX)
866,19,Dec 29 2017,4:30 PM,Fri,(20) Northwestern,24,,Kentucky,23,,Music City Bowl (Nissan Stadium - Nashville Tennessee)
867,19,Dec 29 2017,8:30 PM,Fri,(5) Ohio State,24,,(8) Southern California,7,,Cotton Bowl (AT&T Stadium - Arlington Texas)
868,19,Dec 29 2017,1:00 PM,Fri,Wake Forest,55,,Texas A&M,52,,Belk Bowl (Bank of America Stadium - Charlotte North Carolina)
869,19,Dec 30 2017,12:30 PM,Sat,Iowa State,21,@,(19) Memphis,20,,Liberty Bowl (Memphis TN)
870,19,Dec 30 2017,12:00 PM,Sat,(24) Mississippi State,31,,Louisville,27,,TaxSlayer Bowl (EverBank Field - Jacksonville Florida)
871,19,Dec 30 2017,4:00 PM,Sat,(9) Penn State,35,,(12) Washington,28,,Fiesta Bowl (University of Phoenix Stadium - Glendale Arizona)
872,19,Dec 30 2017,8:00 PM,Sat,(6) Wisconsin,34,@,(11) Miami (FL),24,,Orange Bowl (Hard Rock Stadium - Miami Gardens Florida)
873,20,Jan 1 2018,8:45 PM,Mon,(4) Alabama,24,,(1) Clemson,6,,Sugar Bowl (Mercedes-Benz Superdome - New Orleans Louisiana)
874,20,Jan 1 2018,12:30 PM,Mon,(10) Central Florida,34,,(7) Auburn,27,,Peach Bowl (Mercedes-Benz Stadium - Atlanta Georgia)
875,20,Jan 1 2018,5:00 PM,Mon,(3) Georgia,54,,(2) Oklahoma,48,,Rose Bowl (Pasadena CA)
876,20,Jan 1 2018,1:00 PM,Mon,(14) Notre Dame,21,,(16) Louisiana State,17,,Citrus Bowl (Camping World Stadium - Orlando Florida)
877,20,Jan 1 2018,12:00 PM,Mon,South Carolina,26,,Michigan,19,,Outback Bowl (Raymond James Stadium - Tampa Florida)
878,21,Jan 8 2018,8:00 PM,Mon,(4) Alabama,26,,(3) Georgia,23,,College Football Championship (Mercedes-Benz Stadium - Atlanta Georgia)
